Second of the Day,Power Produced,Time of Day
45293,202.01,12:34:53
45294,202.01,12:34:54
45295,202.0,12:34:55
45296,202.0,12:34:56
45297,202.0,12:34:57
45298,202.0,12:34:58
45299,202.0,12:34:59
45300,202.0,12:35:00
45301,202.0,12:35:01
45302,202.0,12:35:02
45303,202.0,12:35:03
45304,202.0,12:35:04
45305,202.0,12:35:05
45306,202.0,12:35:06
45307,201.99,12:35:07
45308,201.99,12:35:08
45309,201.99,12:35:09
45310,201.99,12:35:10
45311,201.99,12:35:11
45312,201.99,12:35:12
45313,201.99,12:35:13
45314,201.99,12:35:14
45315,201.99,12:35:15
45316,201.99,12:35:16
45317,201.99,12:35:17
45318,201.99,12:35:18
45319,201.99,12:35:19
45320,201.99,12:35:20
45321,201.99,12:35:21
45322,201.99,12:35:22
45323,201.99,12:35:23
45324,201.99,12:35:24
45325,201.99,12:35:25
45326,201.99,12:35:26
45327,201.99,12:35:27
45328,201.99,12:35:28
45329,201.99,12:35:29
45330,201.99,12:35:30
45331,201.99,12:35:31
45332,201.99,12:35:32
45333,201.99,12:35:33
45334,201.99,12:35:34
45335,201.99,12:35:35
45336,201.99,12:35:36
45337,201.99,12:35:37
45338,201.99,12:35:38
45339,202.0,12:35:39
45340,202.0,12:35:40
45341,202.0,12:35:41
45342,202.0,12:35:42
45343,202.0,12:35:43
45344,202.0,12:35:44
45345,202.0,12:35:45
45346,202.0,12:35:46
45347,202.0,12:35:47
45348,202.0,12:35:48
45349,202.01,12:35:49
45350,202.01,12:35:50
45351,202.01,12:35:51
45352,202.01,12:35:52
45353,202.01,12:35:53
45354,202.01,12:35:54
45355,202.02,12:35:55
45356,202.02,12:35:56
45357,202.02,12:35:57
45358,202.02,12:35:58
45359,202.02,12:35:59
45360,202.03,12:36:00
45361,202.03,12:36:01
45362,202.03,12:36:02
45363,202.03,12:36:03
45364,202.03,12:36:04
45365,202.04,12:36:05
45366,202.04,12:36:06
45367,202.04,12:36:07
45368,202.04,12:36:08
45369,202.05,12:36:09
45370,202.05,12:36:10
45371,202.05,12:36:11
45372,202.06,12:36:12
45373,202.06,12:36:13
45374,202.06,12:36:14
45375,202.06,12:36:15
45376,202.07,12:36:16
45377,202.07,12:36:17
45378,202.07,12:36:18
45379,202.08,12:36:19
45380,202.08,12:36:20
45381,202.09,12:36:21
45382,202.09,12:36:22
45383,202.09,12:36:23
45384,202.1,12:36:24
45385,202.1,12:36:25
45386,202.11,12:36:26
45387,202.11,12:36:27
45388,202.11,12:36:28
45389,202.12,12:36:29
45390,202.12,12:36:30
45391,202.13,12:36:31
45392,202.13,12:36:32
45393,202.14,12:36:33
45394,202.14,12:36:34
45395,202.15,12:36:35
45396,202.15,12:36:36
45397,202.16,12:36:37
45398,202.16,12:36:38
45399,202.17,12:36:39
45400,202.17,12:36:40
45401,202.18,12:36:41
45402,202.18,12:36:42
45403,202.19,12:36:43
45404,202.19,12:36:44
45405,202.2,12:36:45
45406,202.21,12:36:46
45407,202.21,12:36:47
45408,202.22,12:36:48
45409,202.22,12:36:49
45410,202.23,12:36:50
45411,202.24,12:36:51
45412,202.24,12:36:52
45413,202.25,12:36:53
45414,202.26,12:36:54
45415,202.26,12:36:55
45416,202.27,12:36:56
45417,202.28,12:36:57
45418,202.28,12:36:58
45419,202.29,12:36:59
45420,202.3,12:37:00
45421,202.31,12:37:01
45422,202.31,12:37:02
45423,202.32,12:37:03
45424,202.33,12:37:04
45425,202.34,12:37:05
45426,202.34,12:37:06
45427,202.35,12:37:07
45428,202.36,12:37:08
45429,202.37,12:37:09
45430,202.38,12:37:10
45431,202.39,12:37:11
45432,202.4,12:37:12
45433,202.4,12:37:13
45434,202.41,12:37:14
45435,202.42,12:37:15
45436,202.43,12:37:16
45437,202.44,12:37:17
45438,202.45,12:37:18
45439,202.46,12:37:19
45440,202.47,12:37:20
45441,202.48,12:37:21
45442,202.49,12:37:22
45443,202.5,12:37:23
45444,202.51,12:37:24
45445,202.52,12:37:25
45446,202.53,12:37:26
45447,202.54,12:37:27
45448,202.55,12:37:28
45449,202.56,12:37:29
45450,202.57,12:37:30
45451,202.58,12:37:31
45452,202.59,12:37:32
45453,202.61,12:37:33
45454,202.62,12:37:34
45455,202.63,12:37:35
45456,202.64,12:37:36
45457,202.65,12:37:37
45458,202.66,12:37:38
45459,202.68,12:37:39
45460,202.69,12:37:40
45461,202.7,12:37:41
45462,202.71,12:37:42
45463,202.72,12:37:43
45464,202.74,12:37:44
45465,202.75,12:37:45
45466,202.76,12:37:46
45467,202.78,12:37:47
45468,202.79,12:37:48
45469,202.8,12:37:49
45470,202.82,12:37:50
45471,202.83,12:37:51
45472,202.84,12:37:52
45473,202.86,12:37:53
45474,202.87,12:37:54
45475,202.89,12:37:55
45476,202.9,12:37:56
45477,202.91,12:37:57
45478,202.93,12:37:58
45479,202.94,12:37:59
45480,202.96,12:38:00
45481,202.97,12:38:01
45482,202.99,12:38:02
45483,203.0,12:38:03
45484,203.02,12:38:04
45485,203.04,12:38:05
45486,203.05,12:38:06
45487,203.07,12:38:07
45488,203.08,12:38:08
45489,203.1,12:38:09
45490,203.12,12:38:10
45491,203.13,12:38:11
45492,203.15,12:38:12
45493,203.17,12:38:13
45494,203.18,12:38:14
45495,203.2,12:38:15
45496,203.22,12:38:16
45497,203.24,12:38:17
45498,203.25,12:38:18
45499,203.27,12:38:19
45500,203.29,12:38:20
45501,203.31,12:38:21
45502,203.33,12:38:22
45503,203.34,12:38:23
45504,203.36,12:38:24
45505,203.38,12:38:25
45506,203.4,12:38:26
45507,203.42,12:38:27
45508,203.44,12:38:28
45509,203.46,12:38:29
45510,203.48,12:38:30
45511,203.5,12:38:31
45512,203.52,12:38:32
45513,203.54,12:38:33
45514,203.56,12:38:34
45515,203.58,12:38:35
45516,203.6,12:38:36
45517,203.62,12:38:37
45518,203.64,12:38:38
45519,203.66,12:38:39
45520,203.68,12:38:40
45521,203.71,12:38:41
45522,203.73,12:38:42
45523,203.75,12:38:43
45524,203.77,12:38:44
45525,203.79,12:38:45
45526,203.82,12:38:46
45527,203.84,12:38:47
45528,203.86,12:38:48
45529,203.88,12:38:49
45530,203.91,12:38:50
45531,203.93,12:38:51
45532,203.95,12:38:52
45533,203.98,12:38:53
45534,204.0,12:38:54
45535,204.02,12:38:55
45536,204.05,12:38:56
45537,204.07,12:38:57
45538,204.1,12:38:58
45539,204.12,12:38:59
45540,204.15,12:39:00
45541,204.17,12:39:01
45542,204.2,12:39:02
45543,204.22,12:39:03
45544,204.25,12:39:04
45545,204.27,12:39:05
45546,204.3,12:39:06
45547,204.33,12:39:07
45548,204.35,12:39:08
45549,204.38,12:39:09
45550,204.41,12:39:10
45551,204.43,12:39:11
45552,204.46,12:39:12
45553,204.49,12:39:13
45554,204.51,12:39:14
45555,204.54,12:39:15
45556,204.57,12:39:16
45557,204.6,12:39:17
45558,204.63,12:39:18
45559,204.65,12:39:19
45560,204.68,12:39:20
45561,204.71,12:39:21
45562,204.74,12:39:22
45563,204.77,12:39:23
45564,204.8,12:39:24
45565,204.83,12:39:25
45566,204.86,12:39:26
45567,204.89,12:39:27
45568,204.92,12:39:28
45569,204.95,12:39:29
45570,204.98,12:39:30
45571,205.01,12:39:31
45572,205.04,12:39:32
45573,205.07,12:39:33
45574,205.11,12:39:34
45575,205.14,12:39:35
45576,205.17,12:39:36
45577,205.2,12:39:37
45578,205.23,12:39:38
45579,205.27,12:39:39
45580,205.3,12:39:40
45581,205.33,12:39:41
45582,205.37,12:39:42
45583,205.4,12:39:43
45584,205.43,12:39:44
45585,205.47,12:39:45
45586,205.5,12:39:46
45587,205.53,12:39:47
45588,205.57,12:39:48
45589,205.6,12:39:49
45590,205.64,12:39:50
45591,205.67,12:39:51
45592,205.71,12:39:52
45593,205.74,12:39:53
45594,205.78,12:39:54
45595,205.82,12:39:55
45596,205.85,12:39:56
45597,205.89,12:39:57
45598,205.93,12:39:58
45599,205.96,12:39:59
45600,206.0,12:40:00
45601,206.04,12:40:01
45602,206.07,12:40:02
45603,206.11,12:40:03
45604,206.15,12:40:04
45605,206.19,12:40:05
45606,206.23,12:40:06
45607,206.27,12:40:07
45608,206.3,12:40:08
45609,206.34,12:40:09
45610,206.38,12:40:10
45611,206.42,12:40:11
45612,206.46,12:40:12
45613,206.5,12:40:13
45614,206.54,12:40:14
45615,206.58,12:40:15
45616,206.62,12:40:16
45617,206.66,12:40:17
45618,206.71,12:40:18
45619,206.75,12:40:19
45620,206.79,12:40:20
45621,206.83,12:40:21
45622,206.87,12:40:22
45623,206.91,12:40:23
45624,206.96,12:40:24
45625,207.0,12:40:25
45626,207.04,12:40:26
45627,207.08,12:40:27
45628,207.13,12:40:28
45629,207.17,12:40:29
45630,207.21,12:40:30
45631,207.26,12:40:31
45632,207.3,12:40:32
45633,207.35,12:40:33
45634,207.39,12:40:34
45635,207.44,12:40:35
45636,207.48,12:40:36
45637,207.53,12:40:37
45638,207.57,12:40:38
45639,207.62,12:40:39
45640,207.66,12:40:40
45641,207.71,12:40:41
45642,207.75,12:40:42
45643,207.8,12:40:43
45644,207.85,12:40:44
45645,207.89,12:40:45
45646,207.94,12:40:46
45647,207.99,12:40:47
45648,208.03,12:40:48
45649,208.08,12:40:49
45650,208.13,12:40:50
45651,208.18,12:40:51
45652,208.23,12:40:52
45653,208.27,12:40:53
45654,208.32,12:40:54
45655,208.37,12:40:55
45656,208.42,12:40:56
45657,208.47,12:40:57
45658,208.52,12:40:58
45659,208.57,12:40:59
45660,208.62,12:41:00
45661,208.67,12:41:01
45662,208.72,12:41:02
45663,208.77,12:41:03
45664,208.82,12:41:04
45665,208.87,12:41:05
45666,208.92,12:41:06
45667,208.97,12:41:07
45668,209.02,12:41:08
45669,209.07,12:41:09
45670,209.12,12:41:10
45671,209.18,12:41:11
45672,209.23,12:41:12
45673,209.28,12:41:13
45674,209.33,12:41:14
45675,209.39,12:41:15
45676,209.44,12:41:16
45677,209.49,12:41:17
45678,209.54,12:41:18
45679,209.6,12:41:19
45680,209.65,12:41:20
45681,209.7,12:41:21
45682,209.76,12:41:22
45683,209.81,12:41:23
45684,209.87,12:41:24
45685,209.92,12:41:25
45686,209.98,12:41:26
45687,210.03,12:41:27
45688,210.08,12:41:28
45689,210.14,12:41:29
45690,210.2,12:41:30
45691,210.25,12:41:31
45692,210.31,12:41:32
45693,210.36,12:41:33
45694,210.42,12:41:34
45695,210.47,12:41:35
45696,210.53,12:41:36
45697,210.59,12:41:37
45698,210.64,12:41:38
45699,210.7,12:41:39
45700,210.76,12:41:40
45701,210.81,12:41:41
45702,210.87,12:41:42
45703,210.93,12:41:43
45704,210.99,12:41:44
45705,211.05,12:41:45
45706,211.1,12:41:46
45707,211.16,12:41:47
45708,211.22,12:41:48
45709,211.28,12:41:49
45710,211.34,12:41:50
45711,211.4,12:41:51
45712,211.45,12:41:52
45713,211.51,12:41:53
45714,211.57,12:41:54
45715,211.63,12:41:55
45716,211.69,12:41:56
45717,211.75,12:41:57
45718,211.81,12:41:58
45719,211.87,12:41:59
45720,211.93,12:42:00
45721,211.99,12:42:01
45722,212.05,12:42:02
45723,212.12,12:42:03
45724,212.18,12:42:04
45725,212.24,12:42:05
45726,212.3,12:42:06
45727,212.36,12:42:07
45728,212.42,12:42:08
45729,212.48,12:42:09
45730,212.55,12:42:10
45731,212.61,12:42:11
45732,212.67,12:42:12
45733,212.73,12:42:13
45734,212.8,12:42:14
45735,212.86,12:42:15
45736,212.92,12:42:16
45737,212.99,12:42:17
45738,213.05,12:42:18
45739,213.11,12:42:19
45740,213.18,12:42:20
45741,213.24,12:42:21
45742,213.3,12:42:22
45743,213.37,12:42:23
45744,213.43,12:42:24
45745,213.5,12:42:25
45746,213.56,12:42:26
45747,213.63,12:42:27
45748,213.69,12:42:28
45749,213.75,12:42:29
45750,213.82,12:42:30
45751,213.89,12:42:31
45752,213.95,12:42:32
45753,214.02,12:42:33
45754,214.08,12:42:34
45755,214.15,12:42:35
45756,214.21,12:42:36
45757,214.28,12:42:37
45758,214.35,12:42:38
45759,214.41,12:42:39
45760,214.48,12:42:40
45761,214.55,12:42:41
45762,214.61,12:42:42
45763,214.68,12:42:43
45764,214.75,12:42:44
45765,214.81,12:42:45
45766,214.88,12:42:46
45767,214.95,12:42:47
45768,215.02,12:42:48
45769,215.09,12:42:49
45770,215.15,12:42:50
45771,215.22,12:42:51
45772,215.29,12:42:52
45773,215.36,12:42:53
45774,215.43,12:42:54
45775,215.5,12:42:55
45776,215.56,12:42:56
45777,215.63,12:42:57
45778,215.7,12:42:58
45779,215.77,12:42:59
45780,215.84,12:43:00
45781,215.91,12:43:01
45782,215.98,12:43:02
45783,216.05,12:43:03
45784,216.12,12:43:04
45785,216.19,12:43:05
45786,216.26,12:43:06
45787,216.33,12:43:07
45788,216.4,12:43:08
45789,216.47,12:43:09
45790,216.54,12:43:10
45791,216.61,12:43:11
45792,216.68,12:43:12
45793,216.75,12:43:13
45794,216.83,12:43:14
45795,216.9,12:43:15
45796,216.97,12:43:16
45797,217.04,12:43:17
45798,217.11,12:43:18
45799,217.18,12:43:19
45800,217.26,12:43:20
45801,217.33,12:43:21
45802,217.4,12:43:22
45803,217.47,12:43:23
45804,217.55,12:43:24
45805,217.62,12:43:25
45806,217.69,12:43:26
45807,217.76,12:43:27
45808,217.84,12:43:28
45809,217.91,12:43:29
45810,217.98,12:43:30
45811,218.06,12:43:31
45812,218.13,12:43:32
45813,218.2,12:43:33
45814,218.28,12:43:34
45815,218.35,12:43:35
45816,218.42,12:43:36
45817,218.5,12:43:37
45818,218.57,12:43:38
45819,218.65,12:43:39
45820,218.72,12:43:40
45821,218.8,12:43:41
45822,218.87,12:43:42
45823,218.94,12:43:43
45824,219.02,12:43:44
45825,219.09,12:43:45
45826,219.17,12:43:46
45827,219.24,12:43:47
45828,219.32,12:43:48
45829,219.4,12:43:49
45830,219.47,12:43:50
45831,219.55,12:43:51
45832,219.62,12:43:52
45833,219.7,12:43:53
45834,219.77,12:43:54
45835,219.85,12:43:55
45836,219.93,12:43:56
45837,220.0,12:43:57
45838,220.08,12:43:58
45839,220.16,12:43:59
45840,220.23,12:44:00
45841,220.31,12:44:01
45842,220.39,12:44:02
45843,220.46,12:44:03
45844,220.54,12:44:04
45845,220.62,12:44:05
45846,220.69,12:44:06
45847,220.77,12:44:07
45848,220.85,12:44:08
45849,220.93,12:44:09
45850,221.0,12:44:10
45851,221.08,12:44:11
45852,221.16,12:44:12
45853,221.24,12:44:13
45854,221.31,12:44:14
45855,221.39,12:44:15
45856,221.47,12:44:16
45857,221.55,12:44:17
45858,221.63,12:44:18
45859,221.71,12:44:19
45860,221.78,12:44:20
45861,221.86,12:44:21
45862,221.94,12:44:22
45863,222.02,12:44:23
45864,222.1,12:44:24
45865,222.18,12:44:25
45866,222.26,12:44:26
45867,222.34,12:44:27
45868,222.42,12:44:28
45869,222.5,12:44:29
45870,222.58,12:44:30
45871,222.66,12:44:31
45872,222.73,12:44:32
45873,222.81,12:44:33
45874,222.89,12:44:34
45875,222.97,12:44:35
45876,223.05,12:44:36
45877,223.13,12:44:37
45878,223.21,12:44:38
45879,223.29,12:44:39
45880,223.38,12:44:40
45881,223.46,12:44:41
45882,223.54,12:44:42
45883,223.62,12:44:43
45884,223.7,12:44:44
45885,223.78,12:44:45
45886,223.86,12:44:46
45887,223.94,12:44:47
45888,224.02,12:44:48
45889,224.1,12:44:49
45890,224.18,12:44:50
45891,224.26,12:44:51
45892,224.35,12:44:52
45893,224.43,12:44:53
45894,224.51,12:44:54
45895,224.59,12:44:55
45896,224.67,12:44:56
45897,224.75,12:44:57
45898,224.84,12:44:58
45899,224.92,12:44:59
45900,225.0,12:45:00
45901,225.08,12:45:01
45902,225.16,12:45:02
45903,225.25,12:45:03
45904,225.33,12:45:04
45905,225.41,12:45:05
45906,225.49,12:45:06
45907,225.58,12:45:07
45908,225.66,12:45:08
45909,225.74,12:45:09
45910,225.82,12:45:10
45911,225.91,12:45:11
45912,225.99,12:45:12
45913,226.07,12:45:13
45914,226.16,12:45:14
45915,226.24,12:45:15
45916,226.32,12:45:16
45917,226.4,12:45:17
45918,226.49,12:45:18
45919,226.57,12:45:19
45920,226.65,12:45:20
45921,226.74,12:45:21
45922,226.82,12:45:22
45923,226.9,12:45:23
45924,226.99,12:45:24
45925,227.07,12:45:25
45926,227.16,12:45:26
45927,227.24,12:45:27
45928,227.32,12:45:28
45929,227.41,12:45:29
45930,227.49,12:45:30
45931,227.58,12:45:31
45932,227.66,12:45:32
45933,227.74,12:45:33
45934,227.83,12:45:34
45935,227.91,12:45:35
45936,228.0,12:45:36
45937,228.08,12:45:37
45938,228.16,12:45:38
45939,228.25,12:45:39
45940,228.33,12:45:40
45941,228.42,12:45:41
45942,228.5,12:45:42
45943,228.59,12:45:43
45944,228.67,12:45:44
45945,228.76,12:45:45
45946,228.84,12:45:46
45947,228.93,12:45:47
45948,229.01,12:45:48
45949,229.1,12:45:49
45950,229.18,12:45:50
45951,229.27,12:45:51
45952,229.35,12:45:52
45953,229.44,12:45:53
45954,229.52,12:45:54
45955,229.61,12:45:55
45956,229.69,12:45:56
45957,229.78,12:45:57
45958,229.86,12:45:58
45959,229.95,12:45:59
45960,230.03,12:46:00
45961,230.12,12:46:01
45962,230.2,12:46:02
45963,230.29,12:46:03
45964,230.37,12:46:04
45965,230.46,12:46:05
45966,230.54,12:46:06
45967,230.63,12:46:07
45968,230.72,12:46:08
45969,230.8,12:46:09
45970,230.89,12:46:10
45971,230.97,12:46:11
45972,231.06,12:46:12
45973,231.14,12:46:13
45974,231.23,12:46:14
45975,231.32,12:46:15
45976,231.4,12:46:16
45977,231.49,12:46:17
45978,231.57,12:46:18
45979,231.66,12:46:19
45980,231.74,12:46:20
45981,231.83,12:46:21
45982,231.92,12:46:22
45983,232.0,12:46:23
45984,232.09,12:46:24
45985,232.17,12:46:25
45986,232.26,12:46:26
45987,232.35,12:46:27
45988,232.43,12:46:28
45989,232.52,12:46:29
45990,232.6,12:46:30
45991,232.69,12:46:31
45992,232.78,12:46:32
45993,232.86,12:46:33
45994,232.95,12:46:34
45995,233.04,12:46:35
45996,233.12,12:46:36
45997,233.21,12:46:37
45998,233.29,12:46:38
45999,233.38,12:46:39
46000,233.47,12:46:40
46001,233.55,12:46:41
46002,233.64,12:46:42
46003,233.72,12:46:43
46004,233.81,12:46:44
46005,233.9,12:46:45
46006,233.98,12:46:46
46007,234.07,12:46:47
46008,234.16,12:46:48
46009,234.24,12:46:49
46010,234.33,12:46:50
46011,234.41,12:46:51
46012,234.5,12:46:52
46013,234.59,12:46:53
46014,234.67,12:46:54
46015,234.76,12:46:55
46016,234.85,12:46:56
46017,234.93,12:46:57
46018,235.02,12:46:58
46019,235.1,12:46:59
46020,235.19,12:47:00
46021,235.28,12:47:01
46022,235.36,12:47:02
46023,235.45,12:47:03
46024,235.54,12:47:04
46025,235.62,12:47:05
46026,235.71,12:47:06
46027,235.79,12:47:07
46028,235.88,12:47:08
46029,235.97,12:47:09
46030,236.05,12:47:10
46031,236.14,12:47:11
46032,236.23,12:47:12
46033,236.31,12:47:13
46034,236.4,12:47:14
46035,236.48,12:47:15
46036,236.57,12:47:16
46037,236.66,12:47:17
46038,236.74,12:47:18
46039,236.83,12:47:19
46040,236.91,12:47:20
46041,237.0,12:47:21
46042,237.09,12:47:22
46043,237.17,12:47:23
46044,237.26,12:47:24
46045,237.34,12:47:25
46046,237.43,12:47:26
46047,237.52,12:47:27
46048,237.6,12:47:28
46049,237.69,12:47:29
46050,237.77,12:47:30
46051,237.86,12:47:31
46052,237.94,12:47:32
46053,238.03,12:47:33
46054,238.12,12:47:34
46055,238.2,12:47:35
46056,238.29,12:47:36
46057,238.37,12:47:37
46058,238.46,12:47:38
46059,238.54,12:47:39
46060,238.63,12:47:40
46061,238.72,12:47:41
46062,238.8,12:47:42
46063,238.89,12:47:43
46064,238.97,12:47:44
46065,239.06,12:47:45
46066,239.14,12:47:46
46067,239.23,12:47:47
46068,239.31,12:47:48
46069,239.4,12:47:49
46070,239.48,12:47:50
46071,239.57,12:47:51
46072,239.65,12:47:52
46073,239.74,12:47:53
46074,239.82,12:47:54
46075,239.91,12:47:55
46076,239.99,12:47:56
46077,240.08,12:47:57
46078,240.16,12:47:58
46079,240.25,12:47:59
46080,240.33,12:48:00
46081,240.42,12:48:01
46082,240.5,12:48:02
46083,240.59,12:48:03
46084,240.67,12:48:04
46085,240.76,12:48:05
46086,240.84,12:48:06
46087,240.93,12:48:07
46088,241.01,12:48:08
46089,241.1,12:48:09
46090,241.18,12:48:10
46091,241.26,12:48:11
46092,241.35,12:48:12
46093,241.43,12:48:13
46094,241.52,12:48:14
46095,241.6,12:48:15
46096,241.68,12:48:16
46097,241.77,12:48:17
46098,241.85,12:48:18
46099,241.94,12:48:19
46100,242.02,12:48:20
46101,242.1,12:48:21
46102,242.19,12:48:22
46103,242.27,12:48:23
46104,242.35,12:48:24
46105,242.44,12:48:25
46106,242.52,12:48:26
46107,242.6,12:48:27
46108,242.69,12:48:28
46109,242.77,12:48:29
46110,242.85,12:48:30
46111,242.94,12:48:31
46112,243.02,12:48:32
46113,243.1,12:48:33
46114,243.19,12:48:34
46115,243.27,12:48:35
46116,243.35,12:48:36
46117,243.44,12:48:37
46118,243.52,12:48:38
46119,243.6,12:48:39
46120,243.68,12:48:40
46121,243.77,12:48:41
46122,243.85,12:48:42
46123,243.93,12:48:43
46124,244.01,12:48:44
46125,244.09,12:48:45
46126,244.18,12:48:46
46127,244.26,12:48:47
46128,244.34,12:48:48
46129,244.42,12:48:49
46130,244.5,12:48:50
46131,244.59,12:48:51
46132,244.67,12:48:52
46133,244.75,12:48:53
46134,244.83,12:48:54
46135,244.91,12:48:55
46136,244.99,12:48:56
46137,245.07,12:48:57
46138,245.16,12:48:58
46139,245.24,12:48:59
46140,245.32,12:49:00
46141,245.4,12:49:01
46142,245.48,12:49:02
46143,245.56,12:49:03
46144,245.64,12:49:04
46145,245.72,12:49:05
46146,245.8,12:49:06
46147,245.88,12:49:07
46148,245.96,12:49:08
46149,246.04,12:49:09
46150,246.12,12:49:10
46151,246.2,12:49:11
46152,246.28,12:49:12
46153,246.36,12:49:13
46154,246.44,12:49:14
46155,246.52,12:49:15
46156,246.6,12:49:16
46157,246.68,12:49:17
46158,246.76,12:49:18
46159,246.84,12:49:19
46160,246.92,12:49:20
46161,247.0,12:49:21
46162,247.08,12:49:22
46163,247.16,12:49:23
46164,247.23,12:49:24
46165,247.31,12:49:25
46166,247.39,12:49:26
46167,247.47,12:49:27
46168,247.55,12:49:28
46169,247.63,12:49:29
46170,247.71,12:49:30
46171,247.78,12:49:31
46172,247.86,12:49:32
46173,247.94,12:49:33
46174,248.02,12:49:34
46175,248.09,12:49:35
46176,248.17,12:49:36
46177,248.25,12:49:37
46178,248.33,12:49:38
46179,248.4,12:49:39
46180,248.48,12:49:40
46181,248.56,12:49:41
46182,248.64,12:49:42
46183,248.71,12:49:43
46184,248.79,12:49:44
46185,248.87,12:49:45
46186,248.94,12:49:46
46187,249.02,12:49:47
46188,249.09,12:49:48
46189,249.17,12:49:49
46190,249.25,12:49:50
46191,249.32,12:49:51
46192,249.4,12:49:52
46193,249.47,12:49:53
46194,249.55,12:49:54
46195,249.62,12:49:55
46196,249.7,12:49:56
46197,249.78,12:49:57
46198,249.85,12:49:58
46199,249.93,12:49:59
46200,250.0,12:50:00
46201,250.07,12:50:01
46202,250.15,12:50:02
46203,250.22,12:50:03
46204,250.3,12:50:04
46205,250.37,12:50:05
46206,250.45,12:50:06
46207,250.52,12:50:07
46208,250.59,12:50:08
46209,250.67,12:50:09
46210,250.74,12:50:10
46211,250.81,12:50:11
46212,250.89,12:50:12
46213,250.96,12:50:13
46214,251.03,12:50:14
46215,251.11,12:50:15
46216,251.18,12:50:16
46217,251.25,12:50:17
46218,251.33,12:50:18
46219,251.4,12:50:19
46220,251.47,12:50:20
46221,251.54,12:50:21
46222,251.62,12:50:22
46223,251.69,12:50:23
46224,251.76,12:50:24
46225,251.83,12:50:25
46226,251.9,12:50:26
46227,251.97,12:50:27
46228,252.05,12:50:28
46229,252.12,12:50:29
46230,252.19,12:50:30
46231,252.26,12:50:31
46232,252.33,12:50:32
46233,252.4,12:50:33
46234,252.47,12:50:34
46235,252.54,12:50:35
46236,252.62,12:50:36
46237,252.69,12:50:37
46238,252.76,12:50:38
46239,252.83,12:50:39
46240,252.9,12:50:40
46241,252.97,12:50:41
46242,253.04,12:50:42
46243,253.11,12:50:43
46244,253.18,12:50:44
46245,253.25,12:50:45
46246,253.32,12:50:46
46247,253.39,12:50:47
46248,253.46,12:50:48
46249,253.53,12:50:49
46250,253.6,12:50:50
46251,253.67,12:50:51
46252,253.74,12:50:52
46253,253.8,12:50:53
46254,253.87,12:50:54
46255,253.94,12:50:55
46256,254.01,12:50:56
46257,254.08,12:50:57
46258,254.15,12:50:58
46259,254.22,12:50:59
46260,254.29,12:51:00
46261,254.35,12:51:01
46262,254.42,12:51:02
46263,254.49,12:51:03
46264,254.56,12:51:04
46265,254.63,12:51:05
46266,254.7,12:51:06
46267,254.76,12:51:07
46268,254.83,12:51:08
46269,254.9,12:51:09
46270,254.97,12:51:10
46271,255.04,12:51:11
46272,255.1,12:51:12
46273,255.17,12:51:13
46274,255.24,12:51:14
46275,255.31,12:51:15
46276,255.37,12:51:16
46277,255.44,12:51:17
46278,255.51,12:51:18
46279,255.58,12:51:19
46280,255.64,12:51:20
46281,255.71,12:51:21
46282,255.78,12:51:22
46283,255.84,12:51:23
46284,255.91,12:51:24
46285,255.98,12:51:25
46286,256.04,12:51:26
46287,256.11,12:51:27
46288,256.18,12:51:28
46289,256.24,12:51:29
46290,256.31,12:51:30
46291,256.38,12:51:31
46292,256.44,12:51:32
46293,256.51,12:51:33
46294,256.58,12:51:34
46295,256.64,12:51:35
46296,256.71,12:51:36
46297,256.77,12:51:37
46298,256.84,12:51:38
46299,256.91,12:51:39
46300,256.97,12:51:40
46301,257.04,12:51:41
46302,257.1,12:51:42
46303,257.17,12:51:43
46304,257.23,12:51:44
46305,257.3,12:51:45
46306,257.37,12:51:46
46307,257.43,12:51:47
46308,257.5,12:51:48
46309,257.56,12:51:49
46310,257.63,12:51:50
46311,257.69,12:51:51
46312,257.76,12:51:52
46313,257.82,12:51:53
46314,257.89,12:51:54
46315,257.95,12:51:55
46316,258.02,12:51:56
46317,258.08,12:51:57
46318,258.15,12:51:58
46319,258.21,12:51:59
46320,258.28,12:52:00
46321,258.34,12:52:01
46322,258.41,12:52:02
46323,258.47,12:52:03
46324,258.54,12:52:04
46325,258.6,12:52:05
46326,258.67,12:52:06
46327,258.73,12:52:07
46328,258.8,12:52:08
46329,258.86,12:52:09
46330,258.93,12:52:10
46331,258.99,12:52:11
46332,259.06,12:52:12
46333,259.12,12:52:13
46334,259.18,12:52:14
46335,259.25,12:52:15
46336,259.31,12:52:16
46337,259.38,12:52:17
46338,259.44,12:52:18
46339,259.51,12:52:19
46340,259.57,12:52:20
46341,259.63,12:52:21
46342,259.7,12:52:22
46343,259.76,12:52:23
46344,259.83,12:52:24
46345,259.89,12:52:25
46346,259.96,12:52:26
46347,260.02,12:52:27
46348,260.08,12:52:28
46349,260.15,12:52:29
46350,260.21,12:52:30
46351,260.28,12:52:31
46352,260.34,12:52:32
46353,260.4,12:52:33
46354,260.47,12:52:34
46355,260.53,12:52:35
46356,260.6,12:52:36
46357,260.66,12:52:37
46358,260.72,12:52:38
46359,260.79,12:52:39
46360,260.85,12:52:40
46361,260.92,12:52:41
46362,260.98,12:52:42
46363,261.04,12:52:43
46364,261.11,12:52:44
46365,261.17,12:52:45
46366,261.23,12:52:46
46367,261.3,12:52:47
